DepMap_ID,CCLE_Name,Primary_Disease,Wang_AML,Achilles_GECKO,Hart_TKOv1,Tzelepis_AML,Avana_Q4_18,Sanger_Q1_19,Avana_Q3_17,HART_shRNA
ACH-000826,CAL12T_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000827,WM793_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000829,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000830,NCIH1436_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000831,HEC50B_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,1,0
ACH-000832,CAL27_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,1,1,0
ACH-000833,RH30_SOFT_TISSUE,SARCOMA,0,0,0,0,0,0,1,0
ACH-000834,UMUC1_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,0,0
ACH-000835,GCT_SOFT_TISSUE,SARCOMA,0,0,0,0,1,0,0,0
ACH-000836,YD15_SALIVARY_GLAND,HEAD AND NECK CANCER,0,0,0,0,1,0,0,0
ACH-000837,NCIH322_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000838,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000839,SCABER_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000840,HCC366_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000841,NCIH2087_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000842,SW480_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000843,HARA_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000844,DMS454_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000845,NCIH1373_LUNG,LUNG CANCER,0,1,0,0,0,0,0,0
ACH-000846,FADU_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,1,1,0
ACH-000847,HGC27_STOMACH,GASTRIC CANCER,0,0,0,0,1,1,1,0
ACH-000848,JHH7_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000849,MDAMB468_BREAST,BREAST CANCER,0,0,0,0,1,1,1,1
ACH-000850,HS698T_FIBROBLAST,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000851,MORCPR_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000852,NCIH1435_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000853,NCIH661_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000854,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000855,KYSE150_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000856,CAL51_BREAST,BREAST CANCER,0,0,0,0,1,1,1,1
ACH-000857,CAL851_BREAST,BREAST CANCER,0,0,0,0,0,0,0,0
ACH-000858,KNS62_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000859,HCC1954_BREAST,BREAST CANCER,0,0,0,0,0,1,0,1
ACH-000860,NCIH358_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000861,HOP62_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000862,KMBC2_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000863,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000864,COLO684_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,1,0,0
ACH-000865,KYSE450_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,1,0
ACH-000866,NCIH1048_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000867,CHAGOK1_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000868,HCC1195_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000869,NCIH1568_LUNG,LUNG CANCER,0,0,0,0,1,1,0,0
ACH-000870,NCIH1930_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000871,NCIH510_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000872,HCC515_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000873,KYSE270_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,1,0
ACH-001737,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000875,NCIH2347_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000876,MDAMB415_BREAST,BREAST CANCER,0,0,0,0,1,1,1,0
ACH-000877,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000878,HCC15_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000879,MFE296_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,1,0,0
ACH-000880,AGS_STOMACH,GASTRIC CANCER,0,0,0,0,1,1,1,0
ACH-000881,MELJUSO_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000882,IGR1_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000883,SW1783_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000884,MDAMB435S_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000885,TOV21G_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,1
ACH-000886,NCIH2009_LUNG,LUNG CANCER,0,1,0,0,0,0,0,0
ACH-000887,SF172_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,0,0
ACH-000888,NCIH1793_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000889,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000890,SW1271_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000891,HCC1438_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000892,NCIH1563_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000893,NCIH1651_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000894,NCIH1869_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000895,CL34_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000896,647V_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000897,FTC238_THYROID,THYROID CANCER,0,0,0,0,0,0,0,0
ACH-000898,SNU719_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000899,WM88_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000900,NCIH23_LUNG,LUNG CANCER,0,0,0,0,1,1,0,0
ACH-000901,HCC1359_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000536,BT20_BREAST,BREAST CANCER,0,0,0,0,0,0,0,1
ACH-000903,FTC133_THYROID,THYROID CANCER,0,0,0,0,0,0,0,0
ACH-000904,NCIH2106_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000905,5637_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000906,ES2_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,1
ACH-000907,SNU349_KIDNEY,KIDNEY CANCER,0,0,0,0,1,0,1,0
ACH-000908,SNU520_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000909,JHUEM2_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000910,MDAMB453_BREAST,BREAST CANCER,0,0,0,0,1,0,1,1
ACH-000911,NUGC3_STOMACH,GASTRIC CANCER,0,0,0,0,1,1,1,0
ACH-000912,NCIH2286_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000913,ESS1_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,1,1,0
ACH-000915,IPC298_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000916,NCIH1573_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000917,TE4_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,0,0
ACH-000104,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000919,IM95_STOMACH,GASTRIC CANCER,0,0,0,0,0,1,0,0
ACH-000920,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000921,NCIH1339_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000874,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000924,NCIH2172_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000925,DV90_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000926,HT55_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,1,0
ACH-000927,BT474_BREAST,BREAST CANCER,0,0,0,0,0,0,0,1
ACH-000928,JHUEM1_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000929,NCIH2110_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000643,HDQP1_BREAST,BREAST CANCER,0,0,0,0,0,0,0,1
ACH-000931,HMCB_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000932,SNU1_STOMACH,GASTRIC CANCER,0,0,0,0,1,1,1,0
ACH-000933,SNU324_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,0,0,0
ACH-000759,MDAMB175VII_BREAST,BREAST CANCER,0,0,0,0,0,0,0,1
ACH-000935,MDST8_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,1,0
ACH-000936,EFO27_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,0
ACH-000937,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,1,0,1,0
ACH-000122,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000939,SKUT1_SOFT_TISSUE,SARCOMA,0,0,0,0,1,0,0,0
ACH-000940,AN3CA_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000941,HEC1B_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,1,0
ACH-000372,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000943,RKO_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,1,0
ACH-000944,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000945,NCIH650_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000946,HEC265_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000947,OVK18_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,0
ACH-000948,2313287_STOMACH,GASTRIC CANCER,0,0,0,0,0,1,0,0
ACH-000949,TGBC11TKB_STOMACH,GASTRIC CANCER,0,0,0,0,0,1,0,0
ACH-000950,LOVO_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-000951,NCIH2342_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000952,MDAPCA2B_PROSTATE,PROSTATE CANCER,0,0,0,0,0,0,0,0
ACH-000953,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,1,0,1,0
ACH-000954,HEC1A_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000955,SNU407_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000956,22RV1_PROSTATE,PROSTATE CANCER,0,0,0,0,0,1,0,0
ACH-000957,LS180_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,1,0
ACH-000958,SW48_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,0,0
ACH-000959,SNUC4_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000059,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000961,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000962,OC314_OVARY,OVARIAN CANCER,0,0,0,0,0,1,0,0
ACH-000963,CCK81_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000519,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000965,RL952_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,1,0,0
ACH-000966,IGROV1_OVARY,OVARIAN CANCER,0,0,0,0,0,1,0,0
ACH-000967,SNUC2A_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000968,COLO792_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000969,KM12_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,1,0
ACH-000970,SNUC5_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-000971,HCT116_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,1,0,0,1,0,0
ACH-000972,HEC151_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000973,639V_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000974,SNGM_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,1,1,0
ACH-000975,HCC2450_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000976,HUCCT1_BILIARY_TRACT,BILE DUCT CANCER,0,0,0,0,0,0,0,0
ACH-000977,LNCAPCLONEFGC_PROSTATE,PROSTATE CANCER,0,1,0,0,0,1,0,0
ACH-000978,EN_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000979,DU145_PROSTATE,PROSTATE CANCER,0,0,0,0,0,1,0,0
ACH-000980,NCIH1155_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000964,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000982,GP2D_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000983,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000984,HEC6_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,1,0
ACH-000985,LS411N_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-000986,HT115_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,1,0
ACH-000987,MEWO_SKIN,SKIN CANCER,0,1,0,0,0,0,0,0
ACH-000988,MFE319_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,1,0
ACH-000989,SNU175_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000990,HEC108_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,0,0,0,0
ACH-000991,SNU81_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-000992,BICR18_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000993,JHUEM7_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,0,0
ACH-000994,HEC59_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,0,0
ACH-000105,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000996,HEC251_ENDOMETRIUM,ENDOMETRIAL/UTERINE CANCER,0,0,0,0,1,0,1,0
ACH-000997,HCT15_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-000998,CW2_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000999,SNU1040_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-001000,1321N1_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-001001,143B_BONE,BONE CANCER,0,0,0,0,1,0,1,0
ACH-001002,451LU_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001011,ACCS_URINARY_TRACT,BLADDER CANCER,0,0,0,0,0,0,0,0
ACH-001015,AZ521_SMALL_INTESTINE,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-001016,BECKER_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-001017,BGC823_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-001018,BJHTERT_FIBROBLAST,FIBROBLAST,0,0,0,0,0,0,0,0
ACH-001020,BT16_SOFT_TISSUE,RHABDOID,0,0,0,0,0,0,0,0
ACH-001021,C3A_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000499,EW8_BONE,BONE CANCER,0,1,0,0,1,0,0,0
ACH-001023,CGTHW1_THYROID,THYROID CANCER,0,0,0,0,0,0,0,0
ACH-001024,CHL1_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001028,CHLA06ATRT_SOFT_TISSUE,RHABDOID,0,0,0,0,1,0,0,0
ACH-000279,EWS502_BONE,BONE CANCER,0,1,0,0,1,0,0,0
ACH-001031,CHLA266_SOFT_TISSUE,RHABDOID,0,0,0,0,1,0,0,0
ACH-000391,MHHES1_BONE,BONE CANCER,0,1,0,0,0,1,0,0
ACH-000041,RDES_BONE,BONE CANCER,0,1,0,0,1,0,0,0
ACH-001036,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-001037,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000087,SKES1_BONE,BONE CANCER,0,1,0,0,1,0,0,0
ACH-001039,COLO205_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-001041,COLO699_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001042,COLO704_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-001043,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-001044,COLO818_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001047,CORL51_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001048,COV504_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,1
ACH-001049,CPCN_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001050,CW9019_SOFT_TISSUE,SARCOMA,0,0,0,0,1,0,0,0
ACH-001052,D384_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-001053,D425_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,0,0
ACH-001054,D458_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,0,0
ACH-001055,D556_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-001057,DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001059,DL_SOFT_TISSUE,RHABDOID,0,0,0,0,0,0,0,0
ACH-001060,DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001061,DLD1_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,1,0,1,0,1,0
ACH-001063,DOV13_OVARY,NON-CANCEROUS,0,0,0,0,0,0,0,0
ACH-001064,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000349,HCC1500_BREAST,BREAST CANCER,0,0,0,0,0,0,0,0
ACH-001067,F5_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-001068,FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001071,GLC82_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001072,GRM_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001075,NCIH292_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-001078,HCC1588_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001079,HCC1897_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001081,HCC2998_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-001084,HCT8_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-001086,HELA_CERVIX,CERVICAL CANCER,0,0,1,0,0,0,0,0
ACH-001087,HK2_KIDNEY,IMMORTALIZED,0,0,0,0,0,0,0,0
ACH-001088,HLC1_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001089,HLE_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-001090,HN_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-001091,HRT18_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-001093,HS604T_FIBROBLAST,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001094,HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-001096,JR_SOFT_TISSUE,SARCOMA,0,0,0,0,1,0,0,0
ACH-001097,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001098,KCIMOH1_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,0,0,0
ACH-001099,KD_SOFT_TISSUE,RHABDOID,0,0,0,0,0,0,0,0
ACH-001100,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001101,KLM1_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,0,0,0
ACH-000197,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-001107,KP1N_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,1,0,0
ACH-001108,KP1NL_PANCREAS,PANCREATIC CANCER,0,0,0,0,0,0,0,0
ACH-001109,KPMRTRY_SOFT_TISSUE,RHABDOID,0,0,0,0,0,0,0,0
ACH-001111,L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001113,LC1SQSF_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001118,M059J_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-001119,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000828,ZR7530_BREAST,BREAST CANCER,0,0,0,0,0,0,0,0
ACH-000068,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001122,MKL1_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001123,MKL2_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001125,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-001126,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000942,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-001128,MON_SOFT_TISSUE,RHABDOID,0,0,0,0,0,0,0,0
ACH-001129,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,1,0,0,0,0,0,0,0
ACH-001130,MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001131,MS1_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-001132,MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001134,MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,1,0,0,0
ACH-001136,NCIH187_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001137,NCIH1993_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-001138,NCIH2141_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001140,NCIH820_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001142,NHAHTDD_CENTRAL_NERVOUS_SYSTEM,PRIMARY CELLS,0,0,0,0,0,0,0,0
ACH-001143,NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001145,OC316_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-001146,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001147,OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001148,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001150,OUMS27_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-001151,OVCAR5_OVARY,OVARIAN CANCER,0,0,0,0,1,1,0,1
ACH-001162,PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
